FOOD NAME	EHR PATIENT COUNT FOR FOOD NAME	GPT-based ingredient list
Spas	5250	Potatoes | Carrots | Onions | Celery | Parsley | Dill | Sour cream | Salt | Pepper
Spatini sauce mix	0	Salt | Sugar | Cornstarch | Onion Powder | Garlic Powder | Spices | Hydrolyzed Soy Protein | Partially Hydrogenated Soybean Oil | Caramel Color | Natural Flavors | Silicon Dioxide
Spatlo	0	Chicken | Potatoes | Carrots | Peas | Onions | Garlic | Tomato paste | Chicken broth | Olive oil | Salt | Pepper
Spätzle	0	Flour | Eggs | Milk | Salt
Speck Alto Adige	0	Pork | Salt | Spices | Juniper berries | Bay leaves | Time
Speckkuchen	0	Bacon | Onions | Eggs | Cream | Salt | Pepper | Nutmeg
Speculaas	0	Flour | Brown sugar | Butter | Speculaas spice blend | Baking powder
Speculoos	1	Flour | Brown sugar | Butter | Cinnamon | Nutmeg | Cloves | Ginger
Spekkoek	0	Butter | Sugar | Eggs | Flour | Milk | Spices (such as cinnamon, cloves, nutmeg)
Speķrauši	0	Bacon | Onion | Flour | Milk | Eggs | Salt | Pepper
Spettekaka	0	Eggs | Sugar | Potato flour | Almond flour | Vanilla sugar
Spezzatino	0	Beef | Onion | Carrots | Celery | Tomato | Red wine | Beef broth | Olive oil | Flour | Salt | Pepper
Spice bag	0	Chicken | Chips | Peppers | Onions | Chilies | Spices
Spice cake	32	Flour | Sugar | Baking powder | Baking soda | Salt | Cinnamon | Nutmeg | Allspice | Cloves | Ginger | Vegetable oil | Eggs | Vanilla extract | Buttermilk | Applesauce
Spiced beef	2	Beef | Salt | Sugar | Cloves | Allspice | Black pepper | Juniper berries | Saltpeter
Spiced bun	0	Flour | Sugar | Butter | Milk | Yeast | Currants | Raisins | Mixed spice | Egg
Spiced rice	5	Rice | Spices | Onions | Garlic | Ginger | Tomatoes | Peas | Carrots | Bell peppers | Cilantro
Spiced vinegar	1	Vinegar | Sugar | Salt | Garlic | Chili peppers | Peppercorns
Spicy chicken sandwich	390	Chicken breast | Spices | Hot sauce | Breadcrumbs | Flour | Egg | Oil | Buns | Lettuce | Tomato | Pickles | Mayo
Spicy tuna roll	11	Sushi rice | Nori (seaweed) | Spicy tuna mixture | Avocado | Cucumber
Spiedie	0	Chicken | Pork | Lamb | Beef | Venison | Veal
Spinach cake	5	Spinach | Flour | Sugar | Eggs | Baking powder | Salt | Olive oil
Spinach dip	558	Spinach | Cream cheese | Sour cream | Mayonnaise | Parmesan cheese | Garlic | Salt | Pepper
Spinach salad	2300	Spinach | Red onion | Cherry tomatoes | Feta cheese | Walnuts | Balsamic vinaigrette dressing
Spinach soup	75	Spinach | Onion | Garlic | Vegetable broth | Heavy cream | Nutmeg | Salt | Pepper
Spongarda	0	Flour | Sugar | Eggs | Butter | Lemon zest | Almonds | Pine nuts | Raisins | Candied fruit | Milk | Yeast
Sponge cake	1198	Flour|Sugar|Eggs|Butter|Baking powder|Vanilla extract
Spoom	4	Egg whites | Sugar | Lemon juice | Sparkling wine
Spoon sweets	0	Fruit | Sugar | Water | Lemon juice
Spoonbread	0	Cornmeal | Milk | Butter | Eggs | Baking powder | Salt
Spotted dick	0	Flour | Suet | Currants | Sugar | Milk | Lemon zest | Nutmeg
Spreewaldsauce	0	Mayonnaise | Sour cream | Pickles | Capers | Onions | Mustard | Lemon juice | Sugar | Salt | Pepper
Spring pancake	0	Flour | Water | Salt | Oil | Scallions
Spring roll	620	Rice paper wrappers | Vermicelli noodles | Shredded lettuce | Shredded carrots | Cilantro | Mint | Cooked shrimp or chicken | Bean sprouts
Spring soup	0	Asparagus | Peas | Spinach | Leeks | Chicken broth | Heavy cream | Lemon | Parmesan cheese | Salt | Pepper
Springerle	2	Flour | Sugar | Eggs | Anise seed | Lemon zest
Sprite cake	1	Flour | Sugar | Butter | Sprite | Vanilla Extract | Eggs | Baking Soda
Spritzgebäck	0	Butter | Sugar | Eggs | Flour | Almond extract
Sprouted bread	217	Sprouted grains|Water|Salt|Yeast
Spumoni	8	Pistachio | Cherry | Chocolate
Spunk	312	Sugar | Corn syrup | Artificial flavor | Artificial color
Squab pie	0	Squab | Onions | Carrots | Celery | Flour | Butter | Chicken broth | Heavy cream | Thyme | Bay leaf | Puff pastry
Square cookie	1	Flour | Sugar | Butter | Eggs | Vanilla extract | Baking powder | Salt
Squash blossom	0	Squash blossoms | Cheese | Flour | Eggs | Oil | Salt | Pepper
Squid cocktail	0	Squid | Lemon | Olive oil | Garlic | Parsley | Salt | Pepper | Red chili flakes | White wine vinegar
Squid sandwich	0	Squid | Bread | Lettuce | Tomato | Mayonnaise | Lemon juice | Salt | Pepper
Squirrel Nut Caramel	0	Pecans | Caramel | Milk Chocolate
Ssamjang	0	Soybean paste|Gochujang|Garlic|Sesame oil|Green onion|Sugar|Sesame seeds
St. Honoré cake	0	Puff pastry | Choux pastry | Pastry cream | Whipped cream | Caramelized sugar
St. Louis–style pizza	0	Provel cheese | Sausage | Pepperoni | Mushrooms | Onions
St. Martin's croissant	0	Butter | Flour | Sugar | Yeast | Milk | Salt | Eggs
St. Paul sandwich	0	Egg | Ground pork | Onion | Pickles | Mayonnaise | Mustard | White bread
Stack cake	0	Flour | Sugar | Butter | Eggs | Baking soda | Buttermilk | Molasses | Cinnamon | Nutmeg | Allspice | Dried apples
Staffordshire oatcake	0	Oatmeal | Flour | Yeast | Water | Salt
Stamppot	0	Potatoes | Vegetables (such as kale, endive, or sauerkraut) | Smoked sausage | Bacon
Stargazy pie	0	Shortcrust pastry | Pilchards | Eggs | Milk | Parsley | Double cream | Lemon juice | Salt | Pepper
Steak and eggs	169	Steak | Eggs
Steak and kidney pie	2	Steak | Kidney | Pastry | Beef stock | Onion | Flour | Butter | Salt | Pepper
Steak and kidney pudding	0	Beef suet | Beef kidney | Beef steak | Onions | Flour | Salt | Pepper | Water
Steak and oyster pie	0	Steak | Oysters | Onions | Beef stock | Pastry
Steak au poivre	0	Steak | Black peppercorns | Butter | Olive oil | Brandy | Heavy cream
Steak de Burgo	0	Steak | Butter | Garlic | Parsley | Red wine | Beef broth
Steak Diane	0	Steak | Butter | Shallots | Garlic | Worcestershire sauce | Dijon mustard | Brandy | Heavy cream | Beef broth | Parsley
Steak frites	1	Steak | Potatoes | Salt | Pepper | Oil | Butter | Herbs
Steak pie	4	Steak | Pie crust | Beef broth | Onion | Carrot | Flour | Butter | Salt | Pepper
Steak sandwich	520	Steak | Bread | Cheese | Onions | Peppers | Mushrooms | Condiments
Steak tartare	14	Beef tenderloin | Capers | Dijon mustard | Worcestershire sauce | Shallots | Cornichons | Egg yolk | Tabasco sauce | Salt | Pepper
Steamed bread	36	Flour | Water | Yeast | Sugar | Salt
Steamed curry	0	Chicken | Potatoes | Carrots | Onions | Coconut milk | Curry paste | Fish sauce | Sugar | Lime juice | Cilantro
Steamed meatball	0	Ground meat|Salt|Sugar|Cornstarch|Water|Soy sauce|Oyster sauce|Sesame oil|Green onions|Ginger|Garlic
Steamed plate cake	0	Rice flour | Water | Sugar | Yeast | Salt | Vegetable oil
Steckrübeneintopf	0	Rutabaga | Potatoes | Carrots | Leeks | Onions | Beef broth | Beef brisket | Bay leaves | Salt | Pepper
Steem	75	Peanuts|Salt
Stegt flæsk	0	Pork belly | Salt | Pepper | Potatoes | Parsley | Bechamel sauce
Stelline	0	Stelline | Chicken broth | Carrots | Celery | Onion | Garlic | Olive oil | Salt | Pepper
Stemmelkort	0	Milk | Flour | Butter | Sugar | Salt | Cinnamon
Stew	7251	Beef | Potatoes | Carrots | Onions | Celery | Beef broth | Tomato paste | Garlic | Herbs | Spices
Stick candy	11	Sugar | Corn syrup | Water | Flavoring | Food coloring
Sticky bun	32	Flour | Yeast | Milk | Sugar | Butter | Salt | Cinnamon | Brown sugar | Pecans
Sticky rice in bamboo	0	Sticky rice | Coconut milk | Sugar | Salt | Pandan leaves
Sticky toffee pudding	2	Butter | Dark brown sugar | Eggs | Self-raising flour | Dates | Baking soda | Vanilla extract | Hot water
Stinky tofu	2	Tofu | Fermented brine | Vegetables | Meat | Seafood
Stip	458	Beef | Onions | Tomatoes | Green peppers | Salt | Black pepper | Olive oil | Water
Stir-fried ice cream	0	Milk | Sugar | Cream | Fruits | Toppings
Stir-fried tomato and scrambled eggs	0	Tomatoes | Eggs | Salt | Sugar | Oil | Green onions
Stir-fried water spinach	0	Water spinach | Garlic | Soy sauce | Oyster sauce | Salt | Sugar | Oil
Stoemp	0	Potatoes | Carrots | Onions | Butter | Milk | Salt | Pepper
Stollen	208	Flour | Yeast | Milk | Sugar | Butter | Salt | Lemon zest | Almonds | Raisins | Candied citrus peel | Rum | Powdered sugar
Stottie cake	0	Flour | Yeast | Water | Salt
Stovies	0	Potatoes | Onions | Beef | Beef stock | Seasoning
Stracciatella	1	Chicken broth | Eggs | Parmesan cheese | Spinach | Nutmeg | Salt | Pepper
Stracciatella	1	Milk | Cream | Sugar | Egg yolks | Vanilla
Straight dough	0	Flour | Water | Yeast | Salt | Sugar | Fat
Strained yogurt	16	Milk | Yogurt culture
Strapatsada	0	Tomatoes | Eggs | Olive oil | Feta cheese | Salt | Pepper
Strawberry cake	68	Flour | Sugar | Baking powder | Salt | Butter | Eggs | Milk | Vanilla extract | Fresh strawberries
Strawberry delight	3	Strawberries | Cream cheese | Powdered sugar | Whipped cream | Graham cracker crumbs
Strawberry ice cream	227	Strawberries | Sugar | Heavy cream | Whole milk | Vanilla extract
Strawberry pie	85	Strawberries | Sugar | Cornstarch | Lemon juice | Pie crust
Strela candy	0	Sugar | Glucose syrup | Vegetable fat | Cocoa powder | Skimmed milk powder | Whey powder | Hazelnuts | Emulsifier | Flavourings
Streusel	42	Flour | Sugar | Butter | Cinnamon
Streuselkuchen	0	Flour | Sugar | Butter | Eggs | Baking Powder | Milk | Salt
String cheese	17600	Milk | Cheese Culture | Salt | Enzymes
Stringozzi	0	Flour | Water | Salt
Stromboli	78	Pizza dough | Salami | Pepperoni | Ham | Provolone cheese | Mozzarella cheese | Parmesan cheese | Olive oil | Italian seasoning | Marinara sauce
Stroopwafel	2	Flour | Butter | Brown sugar | Yeast | Milk | Eggs | Cinnamon | Syrup
Strozzapreti	0	Flour | Water | Salt
Strudel	605	Flour | Water | Salt | Oil | Apples | Sugar | Cinnamon | Raisins | Bread Crumbs
Struffoli	0	Flour | Eggs | Sugar | Honey | Lemon zest | Orange zest | Vegetable oil | Sprinkles
Štruklji	0	Flour | Milk | Eggs | Butter | Salt | Sugar | Cottage cheese
Stuffed apples	1	Apples | Brown sugar | Cinnamon | Raisins | Chopped nuts | Butter
Stuffed chine	0	Pork loin | Pork belly | Sage | Parsley | Salt | Pepper | Nutmeg | Mace | Cloves | Ginger | Garlic | Onion
Stuffed crust pizza	26	Pizza dough | Cheese | Pizza sauce | Pepperoni (optional) | Other toppings of choice
Stuffed dates	23	Dates | Nuts (such as almonds, walnuts, or pistachios) | Cheese (such as goat cheese or cream cheese) | Bacon
Stuffed eggplant	13	Eggplant | Ground meat | Onion | Garlic | Tomato | Rice | Herbs | Spices | Cheese
Stuffed ham	0	Ham|hamburger|onion|celery|green pepper|bread crumbs|egg|mustard|salt|pepper|sage|thyme|parsley|vinegar|water
Stuffed intestines	0	Intestines | Ground meat | Rice | Onions | Spices
Stuffed mallow	0	Marshmallows | Chocolate chips | Graham crackers | Mini marshmallows | Mini chocolate chips | Mini graham crackers
Stuffed melon	0	Melon | Ground meat | Rice | Onion | Pine nuts | Raisins | Cinnamon | Salt | Pepper | Olive oil
Stuffed mushrooms	97	Mushrooms | Cream cheese | Garlic | Parmesan cheese | Bread crumbs | Parsley | Olive oil | Salt | Pepper
Stuffed mussels	0	Mussels | Bread crumbs | Parsley | Garlic | Olive oil | Lemon juice | Salt | Pepper
Stuffed peppers	841	Bell peppers | Ground beef | Rice | Tomato sauce | Onion | Garlic | Cheese
Stuffed quinces	0	Quinces | Sugar | Water | Lemon | Cinnamon | Cloves | Walnuts | Raisins | Honey
Stuffed ribs	0	Ribs | Stuffing | Seasonings | Sauce
Stuffed sorrel	0	Sorrel leaves | Ground beef | Rice | Onion | Tomato paste | Lemon juice | Olive oil | Salt | Pepper
Stuffed squash	50	Squash|Ground meat|Rice|Onion|Garlic|Tomato sauce|Cheese|Herbs and spices
Stuffed squid	1	Squid | Rice | Onion | Garlic | Tomato | Parsley | Olive oil | Lemon | Salt | Pepper
Stuffed tomatoes	7	Tomatoes | Ground meat | Rice | Onion | Garlic | Herbs | Cheese | Bread crumbs
Stutenkerl	0	Flour | Yeast | Milk | Sugar | Butter | Raisins | Almonds
Styrian sour soup	0	Beef | Potatoes | Carrots | Onions | Celery | Parsley | Vinegar | Flour | Water | Salt | Pepper
Su böreği	0	Phyllo dough | Feta cheese | Milk | Eggs | Butter | Olive oil | Salt | Black pepper
Suaasat	0	Seal meat | whale meat | reindeer meat | fish | birds | berries | herbs
Suadero	0	Beef | Lard | Salt | Onion | Garlic | Bay leaves | Water
Suam na mais	0	Corn | Shrimp | Water spinach | Tomatoes | Ginger | Onion | Garlic | Fish sauce | Salt | Pepper
Suama	0	Rice | Sugar | Water | Salt
Suan la fen	0	Sweet potato starch noodles | Vinegar | Chili oil | Soy sauce | Sichuan peppercorns | Green onions | Garlic | Ginger | Sugar | Salt | Chicken broth
Subak-hwachae	0	Watermelon | Sugar | Salt | Water | Ice cubes | soju | alcohol
Subgum	2	Chicken | Shrimp | Pork | Beef | Vegetables
Submarine sandwich	923	Ham | Salami | Pepperoni | Provolone cheese | Lettuce | Tomato | Onion | Pickles | Olives | Oil and vinegar dressing | Salt | Pepper | Oregano | Submarine sandwich bread
Subric	1	Chicken | Rice | Onion | Garlic | Ginger | Turmeric | Cumin | Coriander | Cinnamon | Cloves | Cardamom | Nutmeg | Yogurt | Ghee | Salt | Pepper
Succade	0	Sugar | Citron | Orange | Lemon
Succotash	39	Corn | Lima beans | Bell peppers | Onion | Tomatoes | Bacon
Sucre à la crème	0	Butter | Brown sugar | Heavy cream | Vanilla extract | Confectioners' sugar
Sudan	787	Lamb | Okra | Peanut butter | Tomato paste | Onion | Garlic | Water | Salt | Pepper
Suet pudding	0	Flour | Suet | Sugar | Currants | Raisins | Sultanas | Breadcrumbs | Milk | Eggs | Spices
Sufganiyah	0	Flour | Sugar | Yeast | Eggs | Butter | Salt | Jam | Powdered sugar
Sugar cake	33	Flour | Sugar | Butter | Eggs | Baking powder | Milk | Vanilla extract
Sugar cookie	463	Flour | Sugar | Butter | Eggs | Vanilla extract | Baking powder | Salt
Sugar cream pie	1	Granulated sugar | Heavy cream | Whole milk | Cornstarch | Butter | Vanilla extract | Nutmeg | Pie crust
Sugar mice	0	Sugar | Water | Cream of tartar | Food coloring | Almond extract | Silver dragees
Sugar pie	5	Sugar | Butter | Flour | Eggs | Milk | Vanilla | Nutmeg
Sugar plum	17	Sugar | Almonds | Cinnamon | Cloves | Nutmeg | Dried fruit | Honey | Confectioners' sugar
Sugee cake	0	Butter | Sugar | Eggs | Semolina | Almond meal | Baking powder | Milk | Vanilla essence
Sugolo	0	Tomatoes | Onions | Garlic | Olive oil | Salt | Pepper | Red pepper flakes | Basil | Parsley
Suikerboon	0	Sugar | Almonds | Food coloring | Confectioner's glaze
Suikerbrood	0	Flour | Sugar | Yeast | Butter | Milk | Eggs | Salt
Sujebi	0	Flour | Water | Vegetables | Meat
Suji ka halwa	0	Semolina | Ghee | Sugar | Water | Cardamom pods | Almonds | Raisins
Sujuk	0	Ground beef | Garlic | Salt | Cumin | Paprika | Red pepper flakes | Ground sumac | Ground allspice | Ground cloves | Ground cinnamon | Ground nutmeg | Ground black pepper | Ground fenugreek | Ground coriander
Sukhdi	0	Whole wheat flour | Jaggery | Ghee | Cardamom pods
Sukhoe	0	Beef | Garlic | Green onions | Soy sauce | Sugar | Sesame oil | Sesame seeds | Red pepper flakes | Pear | Onion | Carrot | Cucumber | Lettuce | Rice | Gochujang
Sukiyaki	5	Beef | Tofu | Shiitake mushrooms | Napa cabbage | Green onions | Enoki mushrooms | Shirataki noodles | Soy sauce | Sugar | Sake | Mirin
Sukiyan	0	Beef | Soy sauce | Ginger | Garlic | Sugar | Salt | Pepper | Water
Suksil-gwa	0	Rice flour | honey | ginger juice | sesame oil | pine nuts | cinnamon powder | salt
Sukuti	0	Buffalo meat | Salt | Turmeric | Chili powder | Ginger | Garlic | Cumin seeds | Mustard oil
Sulu köfte	0	Ground beef|rice|onion|parsley|tomato paste|butter|salt|black pepper|cumin|water
Sumaghiyyeh	0	Chicken | Molokhia leaves | Garlic | Coriander | Lemon juice | Olive oil | Salt | Pepper
Suman	15896	Glutinous rice | Coconut milk | Sugar | Salt
Šumienkový zákusok	0	Flour | Sugar | Butter | Eggs | Walnuts | Rum | Vanilla sugar | Baking powder | Milk | Cocoa powder | Powdered sugar
Sumiso	1	Soy sauce | Miso paste | Sugar | Vinegar | Sesame oil | Garlic | Ginger
Summer pudding	1	White bread | Mixed summer berries | Sugar
Sumpia	0	Ground pork|Shrimp|Carrots|Green onions|Garlic|Soy sauce|Salt|Pepper|Egg roll wrappers
SunButter	872	Roasted sunflower seeds | Sugar | Salt
Suncake	1	Flour | Sugar | Maltose | Lard | Black sesame seeds | Almonds | Salt | Ammonium bicarbonate
Sundae	1259	Ice cream | Chocolate syrup | Whipped cream | Nuts | Cherry
Sundae	1259	Sausage | Ice cream | Chocolate syrup | Whipped cream | Nuts | Cherry
Sunday roast	7	Beef | Chicken | Pork | Lamb | Potatoes | Carrots | Peas | Yorkshire pudding | Gravy | Stuffing
Sundubu-jjigae	0	Tofu | Kimchi | Pork | Onion | Garlic | Gochugaru | Gochujang | Soy sauce | Sesame oil | Green onion
Sunflower butter	561	Sunflower seeds | Salt
Sungeo-guk	0	Beef brisket | Radish | Green onion | Water dropwort | Soybean paste | Red pepper powder | Garlic | Ginger | Soy sauce | Salt
Sườn nướng	0	Pork ribs | Garlic | Shallots | Lemongrass | Fish sauce | Sugar | Honey | Black pepper | Salt
Sup kambing	0	Lamb | Onions | Garlic | Ginger | Lemongrass | Cinnamon | Cloves | Cardamom pods | Star anise | Coriander seeds | Cumin seeds | Fennel seeds | Turmeric | Chili | Coconut milk | Potatoes | Carrots | Cabbage | Tomato | Lime | Salt | Pepper
Superman	8619	Vanilla ice cream | Blue icing | Red candy sprinkles | Yellow candy stars
Supplì	0	Arborio rice | Mozzarella cheese | Tomato sauce | Eggs | Breadcrumbs | Vegetable oil
Suprême sauce	0	Chicken stock|Heavy cream|Butter|Flour|Lemon juice|Salt|Pepper
Surf and turf	16	Steak | Lobster
Surimi	133	Fish | Starch | Egg whites | Sugar | Salt | Sorbitol | Natural and artificial flavorings | Sodium tripolyphosphate | Tetrasodium pyrophosphate | Carmine | Paprika | Soybean oil
Surströmming	0	Herring | Salt | Water
Sushi	13737	Rice | Nori (seaweed) | Fish (such as tuna, salmon, or shrimp) | Vegetables (such as cucumber, avocado, or carrot) | Soy sauce | Wasabi | Pickled ginger
Sushi burrito	4	Sushi rice | Nori seaweed | Raw fish (such as tuna or salmon) | Avocado | Cucumber | Carrot | Spicy mayo | Sriracha | Sesame seeds
Sushi pizza	54	Sushi rice | Nori | Avocado | Spicy mayo | Sriracha | Sesame seeds | Sushi-grade fish | Green onions
Sushki	0	Flour | Sugar | Eggs | Butter | Baking powder | Salt
Suspiro de limeña	0	Milk|Sugar|Egg yolks|Port wine|Cinnamon
Sussex pond pudding	0	Flour | Butter | Sugar | Lemon | Water | Golden syrup | Suet
Sutarfeni	0	Vermicelli | Sugar | Ghee | Cardamom | Almonds | Pistachios | Saffron
Sütlü Nuriye	0	Milk | Sugar | Flour | Butter | Walnuts | Water | Lemon Juice | Cinnamon
Suutei tsai	0	Milk | Water | Salt | Tea leaves
Suya	53	Beef | Peanut powder | Cayenne pepper | Ginger | Onion | Salt | Bouillon cube
Svartsoppa	0	Beef | Pork | Onion | Water | Salt | Allspice | Cloves | Ginger | Prunes | Raisins | Vinegar | Brown sugar | Molasses | Beer
Svíčková	0	Beef sirloin | Carrots | Parsley root | Celeriac | Onion | Bay leaf | Allspice berries | Cloves | Lemon | Heavy cream | Flour | Butter | Sugar | White wine vinegar | Salt | Pepper
Sweet chili sauce	24	Red chili peppers | Sugar | Garlic | Vinegar | Salt | Water
Sweet potato haupia pie	0	Sweet potatoes | Coconut milk | Sugar | Cornstarch | Butter | Vanilla extract | Salt | Pie crust
Sweet potato pie	170	Sweet potatoes | Sugar | Butter | Eggs | Milk | Vanilla extract | Cinnamon | Nutmeg | Pie crust
Sweet potato salad	203	Sweet potatoes | Red onion | Celery | Mayonnaise | Dijon mustard | Apple cider vinegar | Honey | Salt | Pepper | Green onions
Sweet potato soup	429	Sweet potatoes | Onion | Garlic | Vegetable broth | Coconut milk | Ginger | Cumin | Coriander | Cayenne pepper | Salt | Pepper
Sweet roll	341	Flour | Sugar | Yeast | Milk | Butter | Eggs | Salt
Sweet shells	0	Flour | Sugar | Butter | Eggs | Vanilla extract | Almond extract | Confectioners' sugar
Sweet soy sauce	4	Soy sauce | Sugar | Water | Salt
Sweetheart cake	0	Wheat starch|sugar|white sesame|coconut milk|almond|water|lard
